,id,item_name,supplier,quantity,cost_per_unit,total_cost,expiry_date,location,stock_status,order_date,delivery_date,delivery_status,days_to_expiry,expiry_status
5483,5483,Customer Sanitizers,Medicorp,121,445.64,53922.44,14/08/2024,Emergency Storage,Available,20/12/2022,09/02/2024,Delivered,-196,Expired
5484,5484,Three Personal Protective Equipment,Medicorp,193,173.05,33398.65,21/11/2027,Emergency Storage,Out Of Stock,16/02/2023,10/06/2024,Delivered,998,Valid
5485,5485,Back Diagnostic Tools,Carewell,258,193.24,49855.92,25/05/2025,Emergency Storage,Out Of Stock,06/12/2022,30/12/2024,Delivered,88,Valid
5486,5486,He Diagnostic Tools,Carewell,76,55.78,4239.28,20/06/2026,Emergency Storage,Low Stock,18/02/2025,Not Delivered,Pending,479,Valid
5487,5487,Summer Diagnostic Tools,Medsupplies,15,235.26,3528.9,30/06/2025,Warehouse B,Out Of Stock,15/06/2022,19/09/2024,Delivered,124,Valid
5488,5488,Rate Surgical Equipment,Medicorp,280,327.67,91747.6,11/10/2026,Emergency Storage,Out Of Stock,24/01/2024,13/08/2024,Delivered,592,Valid
5489,5489,Per Sanitizers,Carewell,189,237.08,44808.12,09/08/2024,Main Hospital,Available,24/02/2023,13/07/2024,Delivered,-201,Expired
5490,5490,Nothing Diagnostic Tools,Healthfirst,22,281.27,6187.94,09/08/2026,Main Hospital,Available,10/03/2023,25/02/2025,Delivered,529,Valid
5491,5491,Assume Personal Protective Equipment,Pharmaplus,252,291.09,73354.68,24/12/2024,Warehouse A,Out Of Stock,04/09/2023,Not Delivered,Pending,-64,Expired
5492,5492,Real Sanitizers,Unknown,116,302.88,35134.08,18/06/2026,Emergency Storage,Available,02/06/2022,Not Delivered,Pending,477,Valid
5493,5493,Mean Medicine,Pharmaplus,240,227.23,54535.2,16/02/2026,Clinic Branch,Available,23/03/2024,24/04/2024,Delivered,355,Valid
5494,5494,Our Diagnostic Tools,Medsupplies,45,17.6,792,17/02/2025,Clinic Branch,Out Of Stock,08/11/2024,13/11/2024,Delivered,-9,Expired
5495,5495,Buy Surgical Equipment,Pharmaplus,31,425.84,13201.04,17/12/2024,Emergency Storage,Available,10/08/2024,14/08/2024,Delivered,-71,Expired
5496,5496,Shoulder Sanitizers,Medsupplies,277,461.86,127935.22,05/01/2028,Main Hospital,Low Stock,12/02/2024,04/07/2024,Delivered,1043,Valid
5497,5497,Piece Diagnostic Tools,Healthfirst,292,428.25,125049,10/05/2024,Emergency Storage,Available,03/07/2024,21/10/2024,Delivered,-292,Expired
5498,5498,Sort Medicine,Carewell,203,390,79170,18/05/2024,Main Hospital,Available,19/05/2023,29/10/2024,Delivered,-284,Expired
5499,5499,Guy Personal Protective Equipment,Medicorp,266,15.04,4000.64,26/12/2026,Warehouse A,Out Of Stock,24/02/2022,10/08/2022,Delivered,668,Valid
5500,5500,Thank Personal Protective Equipment,Medsupplies,246,467.39,114977.94,15/10/2027,Main Hospital,Available,14/06/2023,25/09/2023,Delivered,961,Valid
5501,5501,Site Personal Protective Equipment,Carewell,264,292.61,77249.04,22/09/2026,Clinic Branch,Available,22/05/2023,26/06/2023,Delivered,573,Valid
5502,5502,Majority Medicine,Pharmaplus,1,261.8,261.8,25/07/2024,Warehouse B,Out Of Stock,06/06/2024,05/03/2025,Delivered,-216,Expired
5503,5503,Forget Diagnostic Tools,Healthfirst,55,163.5,8992.5,08/06/2024,Emergency Storage,Out Of Stock,30/09/2023,16/10/2024,Delivered,-263,Expired
5504,5504,Onto Medicine,Pharmaplus,248,186.66,46291.68,13/08/2025,Warehouse B,Out Of Stock,11/05/2024,03/10/2024,Delivered,168,Valid
5505,5505,Those Medicine,Pharmaplus,77,441.2,33972.4,02/07/2026,Clinic Branch,Available,30/08/2022,10/01/2025,Delivered,491,Valid
5506,5506,Space Diagnostic Tools,Carewell,64,51.29,3282.56,28/03/2025,Emergency Storage,Low Stock,14/10/2023,04/01/2025,Delivered,30,Valid
5507,5507,Soon Medicine,Medsupplies,44,307.84,13544.96,16/06/2024,Clinic Branch,Low Stock,23/07/2024,29/10/2024,Delivered,-255,Expired
5508,5508,Certain Diagnostic Tools,Medicorp,105,60.65,6368.25,16/12/2025,Clinic Branch,Available,29/09/2024,Not Delivered,Pending,293,Valid
5509,5509,Ever Personal Protective Equipment,Medicorp,0,211.38,0,10/04/2027,Warehouse B,Low Stock,02/05/2023,15/09/2023,Delivered,773,Valid
5510,5510,Sometimes Sanitizers,Medicorp,67,382.81,25648.27,25/11/2026,Warehouse B,Out Of Stock,08/11/2022,20/01/2023,Delivered,637,Valid
5511,5511,Push Diagnostic Tools,Medicorp,289,222.91,64420.99,10/09/2027,Emergency Storage,Low Stock,29/02/2024,21/11/2024,Delivered,926,Valid
5512,5512,American Surgical Equipment,Pharmaplus,257,357.32,91831.24,18/11/2026,Warehouse A,Available,09/07/2022,Not Delivered,Pending,630,Valid
5513,5513,Practice Surgical Equipment,Carewell,105,361.25,37931.25,21/12/2026,Emergency Storage,Low Stock,27/04/2024,11/06/2024,Delivered,663,Valid
5514,5514,Class Sanitizers,Medsupplies,189,294.98,55751.22,06/06/2026,Clinic Branch,Available,21/02/2025,18/03/2025,Delivered,465,Valid
5515,5515,Parent Sanitizers,Medsupplies,129,12.67,1634.43,21/06/2024,Main Hospital,Low Stock,29/08/2024,Not Delivered,Pending,-250,Expired
5516,5516,Lot Medicine,Medicorp,72,276.45,19904.4,23/07/2026,Main Hospital,Out Of Stock,23/01/2024,16/11/2024,Delivered,512,Valid
5517,5517,Economic Sanitizers,Medsupplies,222,375.73,83412.06,28/08/2025,Warehouse B,Available,12/04/2022,05/11/2024,Delivered,183,Valid
5518,5518,Power Personal Protective Equipment,Healthfirst,133,201.47,26795.51,25/01/2026,Clinic Branch,Available,28/03/2024,30/08/2024,Delivered,333,Valid
5519,5519,Blood Personal Protective Equipment,Medsupplies,296,109.31,32355.76,22/10/2026,Warehouse B,Low Stock,11/12/2022,Not Delivered,Pending,603,Valid
5520,5520,Executive Personal Protective Equipment,Carewell,279,337.18,94073.22,21/12/2027,Main Hospital,Low Stock,26/06/2024,08/07/2024,Delivered,1028,Valid
5521,5521,Hundred Diagnostic Tools,Pharmaplus,85,197.52,16789.2,25/07/2025,Warehouse B,Available,04/08/2022,28/01/2024,Delivered,149,Valid
5522,5522,Child Medicine,Healthfirst,26,11.05,287.3,16/04/2025,Emergency Storage,Available,07/01/2025,05/02/2025,Delivered,49,Valid
5523,5523,Ability Sanitizers,Medsupplies,91,352.29,32058.39,23/12/2025,Clinic Branch,Available,16/03/2022,25/05/2023,Delivered,300,Valid
5524,5524,Whose Personal Protective Equipment,Medsupplies,111,383.46,42564.06,10/01/2027,Warehouse B,Available,11/01/2024,12/08/2024,Delivered,683,Valid
5525,5525,She Sanitizers,Medsupplies,167,125.41,20943.47,03/09/2024,Warehouse A,Available,12/09/2022,14/02/2023,Delivered,-176,Expired
5526,5526,Certainly Surgical Equipment,Medsupplies,83,97.17,8065.11,04/05/2026,Warehouse B,Available,07/03/2024,Not Delivered,Pending,432,Valid
5527,5527,People Sanitizers,Carewell,223,48.5,10815.5,31/05/2024,Main Hospital,Available,07/11/2023,12/09/2024,Delivered,-271,Expired
5528,5528,Office Surgical Equipment,Carewell,226,267.96,60558.96,02/06/2025,Emergency Storage,Low Stock,29/10/2023,29/11/2023,Delivered,96,Valid
5529,5529,Hand Diagnostic Tools,Carewell,261,145,37845,17/04/2027,Warehouse A,Available,23/06/2022,05/02/2025,Delivered,780,Valid
5530,5530,Somebody Personal Protective Equipment,Medicorp,30,327.09,9812.7,05/05/2024,Main Hospital,Low Stock,19/04/2023,05/11/2024,Delivered,-297,Expired
5531,5531,Weight Diagnostic Tools,Carewell,37,478.92,17720.04,14/06/2027,Clinic Branch,Out Of Stock,25/10/2022,22/12/2024,Delivered,838,Valid
5532,5532,Per Personal Protective Equipment,Healthfirst,276,21.31,5881.56,07/09/2025,Warehouse B,Available,13/02/2025,12/03/2025,Delivered,193,Valid
5533,5533,Show Personal Protective Equipment,Medsupplies,81,30.51,2471.31,31/12/2099,Emergency Storage,Available,05/11/2023,14/01/2024,Delivered,27336,Valid
5534,5534,Hundred Personal Protective Equipment,Healthfirst,6,341.42,2048.52,20/05/2027,Warehouse B,Available,02/05/2022,08/10/2023,Delivered,813,Valid
5535,5535,Couple Diagnostic Tools,Carewell,125,410.96,51370,01/11/2024,Warehouse A,Available,09/07/2023,18/12/2024,Delivered,-117,Expired
5536,5536,Agreement Personal Protective Equipment,Pharmaplus,26,278.21,7233.46,07/12/2026,Warehouse B,Out Of Stock,24/08/2023,09/06/2024,Delivered,649,Valid
5537,5537,Election Personal Protective Equipment,Carewell,101,57.43,5800.43,15/08/2027,Emergency Storage,Out Of Stock,07/08/2024,17/10/2024,Delivered,900,Valid
5538,5538,Piece Medicine,Healthfirst,76,142.71,10845.96,02/03/2027,Emergency Storage,Low Stock,26/06/2022,23/10/2022,Delivered,734,Valid
5539,5539,We Medicine,Medicorp,39,307.96,12010.44,21/01/2028,Main Hospital,Low Stock,29/09/2023,17/05/2024,Delivered,1059,Valid
5540,5540,Together Diagnostic Tools,Pharmaplus,102,99.6,10159.2,02/06/2024,Clinic Branch,Available,21/03/2024,20/12/2024,Delivered,-269,Expired
5541,5541,President Medicine,Healthfirst,78,221.1,17245.8,29/10/2025,Warehouse A,Out Of Stock,03/05/2022,05/11/2023,Delivered,245,Valid
5542,5542,Throughout Sanitizers,Medsupplies,182,447.03,81359.46,03/05/2026,Clinic Branch,Low Stock,16/02/2024,Not Delivered,Pending,431,Valid
5543,5543,View Medicine,Medicorp,125,215.22,26902.5,09/01/2027,Warehouse B,Out Of Stock,02/10/2024,05/10/2024,Delivered,682,Valid
5544,5544,Fall Surgical Equipment,Medicorp,120,265.51,31861.2,25/09/2026,Warehouse B,Available,31/07/2023,14/07/2024,Delivered,576,Valid
5545,5545,Class Medicine,Unknown,124,456.72,56633.28,31/12/2099,Emergency Storage,Out Of Stock,30/11/2022,Not Delivered,Pending,27336,Valid
5546,5546,Provide Medicine,Pharmaplus,296,340.58,100811.68,01/01/2027,Clinic Branch,Available,09/09/2024,05/10/2024,Delivered,674,Valid
5547,5547,Administration Surgical Equipment,Medicorp,119,470.99,56047.81,17/12/2026,Main Hospital,Low Stock,05/01/2025,21/02/2025,Delivered,659,Valid
5548,5548,Live Surgical Equipment,Healthfirst,297,440.97,130968.09,29/04/2024,Warehouse A,Available,13/12/2024,07/03/2025,Delivered,-303,Expired
5549,5549,Station Personal Protective Equipment,Medicorp,46,389.71,17926.66,25/04/2027,Warehouse A,Low Stock,15/07/2023,01/12/2024,Delivered,788,Valid
5550,5550,Really Diagnostic Tools,Medsupplies,33,161.23,5320.59,25/05/2027,Warehouse A,Available,10/03/2023,23/06/2023,Delivered,818,Valid
5551,5551,Follow Diagnostic Tools,Pharmaplus,79,124.14,9807.06,15/10/2027,Warehouse A,Available,28/10/2024,30/01/2025,Delivered,961,Valid
5552,5552,Economy Diagnostic Tools,Healthfirst,298,344.9,102780.2,24/02/2025,Emergency Storage,Out Of Stock,27/04/2024,06/12/2024,Delivered,-2,Expired
5553,5553,Husband Sanitizers,Pharmaplus,284,350.77,99618.68,19/06/2027,Warehouse A,Available,09/09/2024,08/03/2025,Delivered,843,Valid
5554,5554,Prove Medicine,Carewell,117,81.25,9506.25,13/02/2028,Main Hospital,Available,22/04/2022,15/09/2023,Delivered,1082,Valid
5555,5555,These Sanitizers,Medsupplies,148,89.16,13195.68,11/10/2027,Emergency Storage,Low Stock,21/03/2022,05/03/2025,Delivered,957,Valid
5556,5556,Newspaper Sanitizers,Medicorp,115,459.15,52802.25,04/02/2028,Warehouse A,Low Stock,24/11/2023,25/06/2024,Delivered,1073,Valid
5557,5557,Door Medicine,Healthfirst,27,186.77,5042.79,14/11/2026,Main Hospital,Out Of Stock,03/01/2025,Not Delivered,Pending,626,Valid
5558,5558,Whole Surgical Equipment,Medicorp,73,486.09,35484.57,01/03/2024,Main Hospital,Low Stock,01/12/2024,04/03/2025,Delivered,-362,Expired
5559,5559,End Diagnostic Tools,Medicorp,1,189.24,189.24,28/10/2027,Main Hospital,Low Stock,13/02/2024,17/02/2024,Delivered,974,Valid
5560,5560,Official Personal Protective Equipment,Medsupplies,98,447.52,43856.96,14/03/2024,Emergency Storage,Available,20/02/2023,03/03/2024,Delivered,-349,Expired
5561,5561,Through Sanitizers,Pharmaplus,199,79.77,15874.23,14/06/2027,Warehouse A,Low Stock,27/03/2024,02/02/2025,Delivered,838,Valid
5562,5562,Budget Surgical Equipment,Carewell,131,93.27,12218.37,17/06/2026,Warehouse A,Available,22/10/2023,27/02/2024,Delivered,476,Valid
5563,5563,Sound Surgical Equipment,Pharmaplus,181,403.69,73067.89,24/06/2026,Warehouse B,Out Of Stock,21/10/2023,Not Delivered,Pending,483,Valid
5564,5564,Political Diagnostic Tools,Pharmaplus,15,325.95,4889.25,01/07/2025,Clinic Branch,Out Of Stock,05/06/2024,16/06/2024,Delivered,125,Valid
5565,5565,Brother Medicine,Pharmaplus,61,390.33,23810.13,27/04/2026,Main Hospital,Out Of Stock,05/05/2023,13/02/2025,Delivered,425,Valid
5566,5566,Eight Surgical Equipment,Pharmaplus,201,81.88,16457.88,01/12/2024,Clinic Branch,Available,13/02/2025,06/03/2025,Delivered,-87,Expired
5567,5567,Place Diagnostic Tools,Carewell,13,357.11,4642.43,17/05/2027,Warehouse B,Low Stock,17/09/2023,22/02/2025,Delivered,810,Valid
5568,5568,Pattern Sanitizers,Medsupplies,299,353.72,105762.28,25/07/2027,Clinic Branch,Available,28/07/2023,01/08/2023,Delivered,879,Valid
5569,5569,Later Personal Protective Equipment,Medicorp,230,425.97,97973.1,28/12/2026,Clinic Branch,Out Of Stock,07/08/2023,31/01/2024,Delivered,670,Valid
5570,5570,Situation Medicine,Medicorp,166,198.35,32926.1,12/06/2027,Main Hospital,Available,02/03/2022,06/12/2024,Delivered,836,Valid
5571,5571,More Sanitizers,Carewell,2,235.61,471.22,23/10/2027,Warehouse B,Low Stock,24/10/2022,12/09/2023,Delivered,969,Valid
5572,5572,Of Diagnostic Tools,Healthfirst,204,288.7,58894.8,18/02/2028,Clinic Branch,Out Of Stock,25/06/2023,15/03/2024,Delivered,1087,Valid
5573,5573,Room Medicine,Carewell,9,433.74,3903.66,22/10/2027,Clinic Branch,Available,13/04/2024,24/07/2024,Delivered,968,Valid
5574,5574,Fire Personal Protective Equipment,Medsupplies,38,473.14,17979.32,21/06/2026,Clinic Branch,Available,13/04/2024,05/12/2024,Delivered,480,Valid
5575,5575,Gun Surgical Equipment,Medsupplies,190,180.88,34367.2,04/07/2026,Warehouse B,Out Of Stock,07/03/2023,09/10/2023,Delivered,493,Valid
5576,5576,Speech Surgical Equipment,Medicorp,182,140.97,25656.54,27/12/2026,Main Hospital,Out Of Stock,17/08/2024,14/10/2024,Delivered,669,Valid
5577,5577,Green Diagnostic Tools,Carewell,56,89.55,5014.8,16/03/2024,Warehouse B,Out Of Stock,04/07/2023,20/10/2023,Delivered,-347,Expired
5578,5578,Six Sanitizers,Medsupplies,124,201.26,24956.24,25/07/2026,Emergency Storage,Available,26/01/2023,01/05/2023,Delivered,514,Valid
5579,5579,Worry Surgical Equipment,Pharmaplus,154,458.77,70650.58,16/02/2027,Warehouse A,Out Of Stock,16/12/2022,25/02/2024,Delivered,720,Valid
5580,5580,Democratic Medicine,Healthfirst,84,196.87,16537.08,14/02/2028,Emergency Storage,Available,06/08/2024,16/10/2024,Delivered,1083,Valid
5581,5581,Board Surgical Equipment,Pharmaplus,17,60.4,1026.8,10/01/2025,Warehouse A,Out Of Stock,26/04/2024,03/09/2024,Delivered,-47,Expired
5582,5582,Almost Sanitizers,Medsupplies,222,274.48,60934.56,13/05/2024,Clinic Branch,Low Stock,30/09/2022,23/11/2022,Delivered,-289,Expired
5583,5583,Discuss Medicine,Medicorp,36,197.42,7107.12,08/03/2025,Warehouse A,Low Stock,20/02/2024,26/01/2025,Delivered,10,Valid
5584,5584,Would Surgical Equipment,Carewell,291,181,52671,03/02/2027,Clinic Branch,Available,07/11/2023,15/12/2023,Delivered,707,Valid
5585,5585,Training Sanitizers,Medsupplies,99,58.73,5814.27,12/11/2024,Clinic Branch,Out Of Stock,20/11/2024,22/01/2025,Delivered,-106,Expired
5586,5586,Them Surgical Equipment,Pharmaplus,240,361.03,86647.2,05/04/2026,Warehouse B,Out Of Stock,05/12/2024,05/03/2025,Delivered,403,Valid
5587,5587,Agreement Medicine,Medsupplies,149,444.82,66278.18,23/07/2025,Emergency Storage,Available,24/08/2022,11/11/2023,Delivered,147,Valid
5588,5588,Reduce Medicine,Healthfirst,246,495.12,121799.52,10/09/2026,Warehouse B,Available,30/09/2024,26/12/2024,Delivered,561,Valid
5589,5589,Upon Surgical Equipment,Healthfirst,250,287.33,71832.5,23/09/2025,Emergency Storage,Available,26/03/2022,Not Delivered,Pending,209,Valid
5590,5590,Upon Sanitizers,Medsupplies,183,195.91,35851.53,07/09/2024,Warehouse A,Low Stock,10/03/2022,29/07/2022,Delivered,-172,Expired
5591,5591,Total Sanitizers,Pharmaplus,237,127.5,30217.5,22/11/2024,Warehouse B,Available,21/03/2022,08/08/2023,Delivered,-96,Expired
5592,5592,Paper Personal Protective Equipment,Medsupplies,109,22.86,2491.74,25/01/2027,Main Hospital,Low Stock,10/05/2023,05/12/2023,Delivered,698,Valid
5593,5593,Teacher Sanitizers,Medsupplies,128,127.51,16321.28,01/09/2026,Emergency Storage,Out Of Stock,08/12/2023,19/01/2025,Delivered,552,Valid
5594,5594,Economy Diagnostic Tools,Carewell,0,56.4,0,20/12/2024,Clinic Branch,Low Stock,01/06/2024,14/02/2025,Delivered,-68,Expired
5595,5595,Build Medicine,Medsupplies,238,358.88,85413.44,08/11/2025,Warehouse B,Out Of Stock,07/06/2022,10/06/2024,Delivered,255,Valid
5596,5596,South Medicine,Medsupplies,131,384.79,50407.49,03/07/2027,Clinic Branch,Low Stock,05/08/2024,20/12/2024,Delivered,857,Valid
5597,5597,Current Surgical Equipment,Medicorp,273,238.49,65107.77,04/02/2025,Main Hospital,Low Stock,26/08/2022,29/08/2024,Delivered,-22,Expired
5598,5598,Forget Diagnostic Tools,Carewell,264,321.81,84957.84,18/10/2026,Warehouse B,Out Of Stock,22/08/2022,24/05/2023,Delivered,599,Valid
5599,5599,Wear Diagnostic Tools,Pharmaplus,57,245.74,14007.18,27/05/2024,Warehouse B,Out Of Stock,31/12/2024,13/02/2025,Delivered,-275,Expired
5600,5600,More Medicine,Medicorp,163,378.56,61705.28,29/03/2025,Warehouse B,Low Stock,24/12/2024,08/01/2025,Delivered,31,Valid
5601,5601,Project Personal Protective Equipment,Pharmaplus,13,321.32,4177.16,29/08/2025,Clinic Branch,Low Stock,28/05/2023,21/04/2024,Delivered,184,Valid
5602,5602,Available Diagnostic Tools,Healthfirst,10,133.86,1338.6,23/06/2027,Clinic Branch,Low Stock,24/05/2024,26/01/2025,Delivered,847,Valid
5603,5603,One Surgical Equipment,Medicorp,33,119.81,3953.73,28/04/2026,Clinic Branch,Low Stock,29/07/2022,23/11/2023,Delivered,426,Valid
5604,5604,Imagine Sanitizers,Medicorp,263,95.82,25200.66,19/09/2026,Clinic Branch,Low Stock,21/10/2024,23/01/2025,Delivered,570,Valid
5605,5605,Region Diagnostic Tools,Medsupplies,126,326.57,41147.82,11/12/2024,Warehouse A,Out Of Stock,28/01/2025,01/02/2025,Delivered,-77,Expired
5606,5606,Issue Surgical Equipment,Pharmaplus,221,200.84,44385.64,20/10/2027,Warehouse B,Out Of Stock,03/08/2024,11/08/2024,Delivered,966,Valid
5607,5607,Article Personal Protective Equipment,Healthfirst,54,353.87,19108.98,20/11/2027,Emergency Storage,Out Of Stock,24/02/2022,04/11/2023,Delivered,997,Valid
5608,5608,Information Diagnostic Tools,Medicorp,182,227.61,41425.02,26/07/2024,Clinic Branch,Available,29/07/2024,08/03/2025,Delivered,-215,Expired
5609,5609,Senior Sanitizers,Medicorp,54,82.52,4456.08,19/04/2024,Main Hospital,Out Of Stock,01/06/2023,18/03/2025,Delivered,-313,Expired
5610,5610,Analysis Sanitizers,Pharmaplus,103,247.7,25513.1,19/02/2025,Warehouse A,Available,05/08/2022,16/11/2022,Delivered,-7,Expired
5611,5611,Space Surgical Equipment,Carewell,202,257.06,51926.12,15/04/2025,Warehouse B,Out Of Stock,17/10/2022,25/12/2024,Delivered,48,Valid
5612,5612,Interview Surgical Equipment,Carewell,245,303.62,74386.9,10/04/2026,Emergency Storage,Low Stock,28/08/2022,17/07/2023,Delivered,408,Valid
5613,5613,Management Sanitizers,Medsupplies,70,226.9,15883,16/09/2026,Warehouse A,Out Of Stock,06/02/2023,Not Delivered,Pending,567,Valid
5614,5614,Begin Personal Protective Equipment,Unknown,191,37.27,7118.57,28/07/2027,Main Hospital,Out Of Stock,09/04/2022,28/12/2022,Delivered,882,Valid
5615,5615,Career Diagnostic Tools,Carewell,160,232.96,37273.6,28/01/2028,Warehouse B,Low Stock,31/01/2025,04/02/2025,Delivered,1066,Valid
5616,5616,Second Personal Protective Equipment,Healthfirst,13,212.64,2764.32,20/08/2027,Clinic Branch,Out Of Stock,27/02/2023,31/03/2023,Delivered,905,Valid
5617,5617,Edge Surgical Equipment,Carewell,106,327.69,34735.14,30/04/2027,Warehouse B,Low Stock,30/11/2023,06/03/2025,Delivered,793,Valid
5618,5618,Job Diagnostic Tools,Carewell,87,491.32,42744.84,04/06/2025,Main Hospital,Out Of Stock,14/10/2024,Not Delivered,Pending,98,Valid
5619,5619,Summer Surgical Equipment,Pharmaplus,134,31.31,4195.54,28/05/2027,Main Hospital,Available,14/11/2022,30/10/2024,Delivered,821,Valid
5620,5620,Century Medicine,Medsupplies,96,450.46,43244.16,18/12/2027,Emergency Storage,Out Of Stock,15/03/2022,31/01/2025,Delivered,1025,Valid
5621,5621,Grow Medicine,Medsupplies,97,240.97,23374.09,02/01/2027,Warehouse B,Low Stock,23/02/2025,19/03/2025,Delivered,675,Valid
5622,5622,Character Surgical Equipment,Medicorp,177,301.27,53324.79,06/09/2027,Clinic Branch,Out Of Stock,25/10/2023,09/07/2024,Delivered,922,Valid
5623,5623,By Personal Protective Equipment,Medsupplies,219,328.57,71956.83,27/08/2024,Warehouse A,Out Of Stock,10/08/2023,01/03/2024,Delivered,-183,Expired
5624,5624,After Diagnostic Tools,Medicorp,69,199.12,13739.28,17/09/2026,Warehouse A,Low Stock,28/02/2024,11/01/2025,Delivered,568,Valid
5625,5625,Physical Sanitizers,Medsupplies,75,489.17,36687.75,22/02/2025,Clinic Branch,Out Of Stock,18/04/2023,03/11/2023,Delivered,-4,Expired
5626,5626,And Personal Protective Equipment,Healthfirst,131,406.88,53301.28,11/06/2025,Emergency Storage,Low Stock,21/10/2023,30/07/2024,Delivered,105,Valid
5627,5627,Our Diagnostic Tools,Carewell,197,447.38,88133.86,22/04/2026,Emergency Storage,Available,29/10/2022,04/08/2024,Delivered,420,Valid
5628,5628,Hundred Sanitizers,Healthfirst,217,128.27,27834.59,17/07/2025,Warehouse A,Low Stock,19/02/2025,16/03/2025,Delivered,141,Valid
5629,5629,Season Sanitizers,Medicorp,166,365.2,60623.2,31/01/2027,Main Hospital,Out Of Stock,12/04/2024,05/02/2025,Delivered,704,Valid
5630,5630,Common Diagnostic Tools,Medicorp,57,365.93,20858.01,01/03/2025,Warehouse B,Out Of Stock,24/03/2024,03/02/2025,Delivered,3,Valid
5631,5631,Form Medicine,Carewell,277,69.95,19376.15,19/09/2026,Main Hospital,Available,30/05/2022,27/08/2024,Delivered,570,Valid
5632,5632,Pretty Personal Protective Equipment,Carewell,91,195.35,17776.85,19/04/2027,Main Hospital,Low Stock,23/05/2024,07/11/2024,Delivered,782,Valid
5633,5633,East Sanitizers,Medsupplies,32,490.73,15703.36,07/06/2024,Emergency Storage,Low Stock,07/11/2024,19/02/2025,Delivered,-264,Expired
5634,5634,Husband Sanitizers,Medsupplies,91,67.84,6173.44,04/06/2026,Warehouse B,Out Of Stock,16/09/2024,04/12/2024,Delivered,463,Valid
5635,5635,Strategy Medicine,Healthfirst,258,46.97,12118.26,28/04/2026,Main Hospital,Available,28/01/2024,08/10/2024,Delivered,426,Valid
5636,5636,Huge Personal Protective Equipment,Healthfirst,141,77.14,10876.74,02/07/2027,Warehouse B,Low Stock,15/06/2023,02/05/2024,Delivered,856,Valid
5637,5637,Voice Diagnostic Tools,Healthfirst,159,16.88,2683.92,01/07/2026,Warehouse A,Out Of Stock,06/01/2025,Not Delivered,Pending,490,Valid
5638,5638,Benefit Diagnostic Tools,Healthfirst,77,60.63,4668.51,24/12/2025,Warehouse A,Out Of Stock,12/01/2025,30/01/2025,Delivered,301,Valid
5639,5639,These Surgical Equipment,Healthfirst,25,498.09,12452.25,01/03/2027,Emergency Storage,Out Of Stock,29/03/2022,14/04/2024,Delivered,733,Valid
5640,5640,Vote Surgical Equipment,Healthfirst,153,7.63,1167.39,02/05/2027,Emergency Storage,Out Of Stock,27/04/2022,21/02/2023,Delivered,795,Valid
5641,5641,Half Personal Protective Equipment,Medsupplies,31,389.42,12072.02,30/11/2024,Emergency Storage,Available,26/11/2022,19/07/2024,Delivered,-88,Expired
5642,5642,Society Medicine,Medicorp,105,291.59,30616.95,16/07/2026,Warehouse B,Available,14/02/2025,18/03/2025,Delivered,505,Valid
5643,5643,Process Surgical Equipment,Medsupplies,36,478.58,17228.88,22/11/2024,Main Hospital,Available,29/02/2024,05/04/2024,Delivered,-96,Expired
5644,5644,Finally Diagnostic Tools,Medicorp,119,426.62,50767.78,08/09/2025,Warehouse A,Out Of Stock,06/02/2025,11/03/2025,Delivered,194,Valid
5645,5645,Citizen Sanitizers,Carewell,28,154.65,4330.2,15/04/2024,Clinic Branch,Low Stock,21/09/2022,08/04/2024,Delivered,-317,Expired
5646,5646,After Sanitizers,Carewell,295,323.98,95574.1,17/04/2025,Warehouse B,Out Of Stock,02/03/2022,14/07/2022,Delivered,50,Valid
5647,5647,Executive Sanitizers,Medsupplies,213,272.28,57995.64,06/11/2026,Emergency Storage,Out Of Stock,06/02/2023,10/04/2023,Delivered,618,Valid
5648,5648,Real Medicine,Medsupplies,56,494.72,27704.32,14/12/2026,Warehouse A,Out Of Stock,30/06/2023,09/12/2023,Delivered,656,Valid
5649,5649,Happy Diagnostic Tools,Healthfirst,153,72.16,11040.48,12/04/2026,Emergency Storage,Low Stock,30/03/2022,02/04/2024,Delivered,410,Valid
5650,5650,Bed Surgical Equipment,Healthfirst,1,473.26,473.26,22/01/2026,Main Hospital,Out Of Stock,19/12/2022,21/06/2024,Delivered,330,Valid
5651,5651,Easy Personal Protective Equipment,Pharmaplus,185,334.64,61908.4,13/01/2027,Warehouse A,Low Stock,26/05/2024,13/03/2025,Delivered,686,Valid
5652,5652,Hand Sanitizers,Medicorp,115,37.37,4297.55,25/05/2024,Emergency Storage,Low Stock,02/04/2022,09/11/2022,Delivered,-277,Expired
5653,5653,One Diagnostic Tools,Healthfirst,243,81.84,19887.12,01/10/2024,Main Hospital,Out Of Stock,06/07/2024,12/03/2025,Delivered,-148,Expired
5654,5654,Generation Personal Protective Equipment,Carewell,213,475.54,101290.02,16/11/2027,Emergency Storage,Out Of Stock,31/10/2024,08/01/2025,Delivered,993,Valid
5655,5655,Discuss Diagnostic Tools,Healthfirst,92,466.79,42944.68,17/01/2026,Clinic Branch,Low Stock,12/05/2022,20/07/2024,Delivered,325,Valid
5656,5656,Resource Diagnostic Tools,Carewell,96,344.2,33043.2,19/02/2028,Clinic Branch,Low Stock,02/06/2024,13/03/2025,Delivered,1088,Valid
